package_id,package_type,fit_in_autoencoder,signal_1,signal_2,signal_3,latent_1,latent_2,reconstructed_signal_1,reconstructed_signal_2,reconstructed_signal_3,residual_signal_1,residual_signal_2,residual_signal_3,reconstruction_mse,routine_error_p95,illustrative_review_flag,descending_error_rank,data_seed
PKG-001,routine_fit,true,-0.849940717351,0.321940848107,-0.531078557600,-0.980544681219,0.789499207273,-0.854865417731,0.316985846119,-0.526153549343,0.004924700379,0.004955001988,-0.004925008257,0.000024353475,0.001842768074,false,56,56
PKG-002,routine_fit,true,1.789042859783,0.879339196199,2.704393494649,3.061047655931,-0.397223625810,1.796022924959,0.886362209612,2.697412993100,-0.006980065176,-0.007023013413,0.006980501549,0.000048923810,0.001842768074,false,53,56
PKG-003,routine_fit,true,0.371592820620,1.487693783481,1.947315323413,2.012905934440,0.964045687034,0.394581932101,1.510824346624,1.924324774719,-0.022989111481,-0.023130563142,0.022990548694,0.000530695842,0.001842768074,false,30,56
PKG-004,routine_fit,true,0.728665529731,2.081248727725,2.994848933078,3.241287467731,1.219629425398,0.782632325776,2.135547580662,2.940878763185,-0.053966796045,-0.054298852938,0.053970169893,0.002924519915,0.001842768074,true,2,56
PKG-005,routine_fit,true,-1.337268076853,0.125351551909,-1.171183031261,-1.794980524210,0.937457443922,-1.327260913185,0.135420289506,-1.181190820548,-0.010007163668,-0.010068737597,0.010007789287,0.000100559549,0.001842768074,false,47,56
PKG-006,routine_fit,true,0.544221230448,-0.673827475708,-0.238531134581,-0.459647939328,-0.867664923873,0.506200432330,-0.712082215232,-0.200507959513,0.038020798119,0.038254739524,-0.038023175069,0.001451589343,0.001842768074,false,13,56
PKG-007,routine_fit,true,0.019644724534,-1.058085117445,-1.153742814117,-1.582177019377,-0.848433993375,-0.019727263221,-1.097699360455,-1.114368364939,0.039371987755,0.039614243010,-0.039374449177,0.001556596306,0.001842768074,false,9,56
PKG-008,routine_fit,true,-1.348066219927,1.219826020401,-0.233906123342,-0.646188503162,1.802892318885,-1.388872894844,1.178768262621,-0.193096897310,0.040806674917,0.041057757780,-0.040809226031,0.001672105707,0.001842768074,false,6,56
PKG-009,routine_fit,true,-2.400190865133,-1.556579747632,-3.930796815754,-5.128992953481,0.260316293236,-2.391705151702,-1.548041821732,-3.939283059687,-0.008485713431,-0.008537925900,0.008486243933,0.000072306616,0.001842768074,false,51,56
PKG-010,routine_fit,true,-0.414824728802,-1.005069890616,-1.452882130292,-2.005650622134,-0.533000427197,-0.426986474489,-1.017306467344,-1.440719624288,0.012161745687,0.012236576728,-0.012162506005,0.000148522807,0.001842768074,false,43,56
PKG-011,routine_fit,true,0.969176469726,0.646750375370,1.694433052430,1.780371390800,-0.072372587795,0.990716932486,0.668423376277,1.672891243022,-0.021540462760,-0.021673000907,0.021541809407,0.000465920019,0.001842768074,false,34,56
PKG-012,routine_fit,true,0.267264393093,1.547032043823,1.786893163695,1.855601325798,1.068659512466,0.251810906763,1.531483472423,1.802347616132,0.015453486329,0.015548571401,-0.015454452437,0.000239802804,0.001842768074,false,39,56
PKG-013,routine_fit,true,1.176536538335,1.149961209339,2.245199095796,2.503246999002,0.188794364369,1.144012815589,1.117237368611,2.277724851831,0.032523722746,0.032723840728,-0.032525756035,0.001062189033,0.001842768074,false,22,56
PKG-014,routine_fit,true,0.380082351276,0.035143792896,0.526379244905,0.341309281753,-0.191141816635,0.413685038696,0.068953237152,0.492774456743,-0.033602687420,-0.033809444255,0.033604788162,0.001133833637,0.001842768074,false,19,56
PKG-015,routine_fit,true,0.876896600421,0.978705808590,1.863768642971,1.994441684851,0.243570072007,0.874412946410,0.976206872693,1.866252452253,0.002483654010,0.002498935897,-0.002483809281,0.000006194175,0.001842768074,false,60,56
PKG-016,routine_fit,true,0.367950130257,0.174319473966,0.598120028522,0.443801978041,-0.076632916629,0.382912114728,0.189373519305,0.583157108671,-0.014961984471,-0.015054045339,0.014962919851,0.000224791410,0.001842768074,false,41,56
PKG-017,routine_fit,true,0.534983096426,0.907042829586,1.396503328850,1.431817461353,0.394861347428,0.514813914600,0.886749547084,1.416673771595,0.020169181826,0.020293282502,-0.020170442745,0.000408486657,0.001842768074,false,36,56
PKG-018,routine_fit,true,0.988998178052,-0.805298767901,0.218800477095,0.069546033050,-1.238138926364,0.999065341862,-0.795169660982,0.208732683915,-0.010067163810,-0.010129106919,0.010067793180,0.000101769018,0.001842768074,false,46,56
PKG-019,routine_fit,true,-0.279675846541,0.748538814898,0.600353325274,0.354184357200,0.783247868782,-0.240777711241,0.787676289845,0.561452758175,-0.038898135300,-0.039137474947,0.038900567099,0.001519353665,0.001842768074,false,12,56
PKG-020,routine_fit,true,0.132292216296,-0.019689775159,0.116852089703,-0.125252197499,-0.087855985448,0.130511412907,-0.021481535806,0.118633004423,0.001780803389,0.001791760646,-0.001780914720,0.000003184441,0.001842768074,false,61,56
PKG-021,routine_fit,true,0.956858445163,-0.085178533609,0.811798172865,0.794653502500,-0.653166054915,0.933937177694,-0.108240835296,0.834720873306,0.022921267469,0.023062301687,-0.022922700440,0.000527568152,0.001842768074,false,32,56
PKG-022,routine_fit,true,0.633036585944,-1.152756810119,-0.384319120490,-0.708441475512,-1.287572007109,0.677095880500,-1.108426419380,-0.428381169505,-0.044059294556,-0.044330390740,0.044062049015,0.001949289714,0.001842768074,true,4,56
PKG-023,routine_fit,true,1.727404719567,-0.592585122247,1.218695831257,1.297720922895,-1.522952188413,1.753249259258,-0.566581561487,1.192849675840,-0.025844539691,-0.026003560759,0.025846155417,0.000670716385,0.001842768074,false,25,56
PKG-024,routine_fit,true,-0.351355427186,2.433537256878,2.032861183441,2.089111915580,2.152313800730,-0.375890052742,2.408851670137,2.057397342830,0.024534625556,0.024685586742,-0.024536159389,0.000604449721,0.001842768074,false,27,56
PKG-025,routine_fit,true,1.438437968241,0.489455432557,1.827865104845,2.047536570043,-0.497707095698,1.401037298041,0.451824636590,1.865268113226,0.037400670200,0.037630795967,-0.037403008381,0.001404623991,0.001842768074,false,16,56
PKG-026,routine_fit,true,-0.396007581135,-0.457853669804,-0.827667826400,-1.292567562535,-0.107360198309,-0.389628717378,-0.451435556993,-0.834047088945,-0.006378863757,-0.006418112811,0.006379262545,0.000040859022,0.001842768074,false,54,56
PKG-027,routine_fit,true,-1.588645792185,-0.714989771403,-2.184962586998,-3.035430982399,0.431387744699,-1.551070970342,-0.677183752241,-2.222539757909,-0.037574821843,-0.037806019162,0.037577170911,0.001417735365,0.001842768074,false,14,56
PKG-028,routine_fit,true,-2.713034095631,0.397517220216,-2.215121025912,-3.177615455048,2.006952542500,-2.683799360464,0.426931836273,-2.244357588751,-0.029234735167,-0.029414616058,0.029236562838,0.000858221995,0.001842768074,false,23,56
PKG-029,routine_fit,true,0.155863180389,-1.065430447721,-0.941811644374,-1.349801209828,-0.933477942394,0.144082013600,-1.077284103853,-0.930029741062,0.011781166788,0.011853656132,-0.011781903313,0.000139372767,0.001842768074,false,44,56
PKG-030,routine_fit,true,0.077748138760,-1.629573024122,-1.522184365135,-2.059453450959,-1.328659749003,0.087650108893,-1.619610127315,-1.532086954310,-0.009901970132,-0.009962896807,0.009902589175,0.000098456533,0.001842768074,false,48,56
PKG-031,routine_fit,true,-0.426994640951,0.402708638675,0.065149786404,-0.272531985185,0.597665745791,-0.401361419394,0.428499581062,0.039514962333,-0.025633221556,-0.025790942387,0.025634824071,0.000659792987,0.001842768074,false,26,56
PKG-032,routine_fit,true,0.999687685143,0.354386725837,1.409566876172,1.458003659212,-0.324336015327,1.014179895157,0.368968106205,1.395073760146,-0.014492210015,-0.014581380367,0.014493116026,0.000210897072,0.001842768074,false,42,56
PKG-033,routine_fit,true,-0.825664796245,-0.491805508479,-1.377242669601,-1.948947623839,0.126119027579,-0.847764647407,-0.514041339696,-1.355141436820,0.022099851162,0.022235831217,-0.022101232781,0.000490433367,0.001842768074,false,33,56
PKG-034,routine_fit,true,1.751865484123,-1.947600344454,-0.190459894159,-0.322245464912,-2.616775926853,1.754356429572,-1.945094072256,-0.192950995334,-0.002490945448,-0.002506272198,0.002491101175,0.000006230598,0.001842768074,false,59,56
PKG-035,routine_fit,true,1.208584250241,-2.095126123339,-0.767173183267,-1.093104447705,-2.391153330568,1.249238376188,-2.054221853161,-0.807829850792,-0.040654125947,-0.040904270179,0.040656667525,0.001659627297,0.001842768074,false,7,56
PKG-036,routine_fit,true,-0.995435632683,0.757569553491,-0.114077479559,-0.551992837703,1.232277584589,-0.959127395492,0.794101194725,-0.150387986635,-0.036308237191,-0.036531641234,0.036310507076,0.001323767274,0.001842768074,false,17,56
PKG-037,routine_fit,true,-0.304243811181,-0.865594290512,-1.172908794520,-1.677245360831,-0.489000486600,-0.306753629776,-0.868119551984,-1.170398819018,0.002509818595,0.002525261472,-0.002509975502,0.000006325371,0.001842768074,false,58,56
PKG-038,routine_fit,true,0.803878852199,0.937613893270,1.780755041405,1.878780078901,0.257980742027,0.811799856801,0.945583635696,1.772833541604,-0.007921004602,-0.007969742426,0.007921499801,0.000063003089,0.001842768074,false,52,56
PKG-039,routine_fit,true,-0.669372653047,0.254723498226,-0.376687616137,-0.796127245652,0.627082861981,-0.660533404888,0.263617134147,-0.385527416900,-0.008839248159,-0.008893635921,0.008839800763,0.000078457048,0.001842768074,false,49,56
PKG-040,routine_fit,true,1.925893378601,-0.025105682673,1.956704296814,2.192055129310,-1.197489312779,1.941312852067,-0.009591333416,1.941283859368,-0.015419473466,-0.015514349257,0.015420437447,0.000238748362,0.001842768074,false,40,56
PKG-041,routine_fit,true,0.325609580917,0.253898140243,0.438260977311,0.322486494637,0.000839611391,0.274978585973,0.202955613540,0.488895137559,0.050630994945,0.050942526703,-0.050634160248,0.002574152287,0.001842768074,true,3,56
PKG-042,routine_fit,true,0.314093451375,0.229154825818,0.658889006557,0.488254867638,0.003683817730,0.348792304732,0.264067180703,0.624187983928,-0.034698853357,-0.034912354885,0.034701022629,0.001209014640,0.001842768074,false,18,56
